FarRight_2-2016,Immigration,euro migration policy,0.5
FarRight_2-2016,Immigration,migrants moving europe,0.4
FarRight_2-2016,Immigration,African migrants,1.0
FarRight_2-2016,Immigration,policy allowing more immigration,1.0
FarRight_2-2016,Immigration,mass immigration euro,0.0
FarRight_2-2016,Immigration,exanding immigration access,1.0
FarRight_2-2016,Immigration,migrant rapes woman,0.0
FarRight_2-2016,Immigration,new migrants euro,0.2857142857142857
FarRight_2-2016,Islamophobia,sharia law ,0.0
FarRight_2-2016,Anti-semitism,jewish israelis dislike obama,-0.46153846153846156
FarRight_2-2017,Immigration,federal government ,1.0
FarRight_2-2017,Anti-semitism,intense scrutiny,-1.0
FarRight_2-2018,Immigration,mass immigration,0.5
FarRight_2-2018,Anti-semitism,jewish lobby,0.3333333333333333
